State,School_Level,School_Locality,School_Size,Subject,Race,Gender,Experience
LA,Elementary,Suburban,250to499,ELA,White,Female,16Plus
OH,Elementary,Town,250to499,NatSci,White,Female,10to15
OH,Elementary,Suburban,500to999,NatSci,White,Male,16Plus
TX,Elementary,Suburban,500to999,ELA,White,Female,16Plus
NY,High,Rural,250to499,Math,White,Female,3to9
MS,Elementary,Urban,500to999,NatSci,White,Female,16Plus
WI,Elementary,Suburban,500to999,ELA,White,Female,3to9
TN,High,Rural,1000Plus,NatSci,White,Female,Lessthan3
DE,Middle,Urban,500to999,ELA,White,Female,16Plus
MS,Elementary,Town,500to999,Math,White,Female,16Plus
RI,Elementary,Urban,500to999,Math,White,Female,3to9
LA,Elementary,Suburban,250to499,ELA,White,Female,10to15
CA,Elementary,Town,1000Plus,ELA,White,Female,16Plus
LA,Elementary,Suburban,1000Plus,ELA,White,Male,16Plus
CA,High,Suburban,250to499,ELA,White,Female,10to15
CO,Middle,Suburban,Lessthan250,Math,White,Female,16Plus
NM,High,Urban,250to499,Math,White,Female,16Plus
NE,Middle,Rural,500to999,NatSci,White,Female,16Plus
CO,Middle,Suburban,250to499,ELA,Hispanic,Female,3to9
MA,Middle,Suburban,1000Plus,ELA,White,Male,16Plus
MD,Elementary,Suburban,1000Plus,ELA,White,Female,10to15
TX,Middle,Rural,1000Plus,ELA,Hispanic,Female,16Plus
LA,High,Town,250to499,NatSci,Hispanic,Female,10to15
DE,Elementary,Rural,250to499,ELA,Multirace,Female,3to9
SD,Middle,Suburban,250to499,ELA,White,Male,16Plus
NY,Elementary,Suburban,500to999,ELA,White,Male,3to9
OK,Elementary,Rural,250to499,ELA,White,Female,3to9
NE,Elementary,Urban,1000Plus,Math,White,Female,3to9
MS,Middle,Suburban,1000Plus,ELA,Hispanic,Female,3to9
FL,Elementary,Suburban,500to999,ELA,White,Female,3to9
TX,Middle,Town,500to999,NatSci,White,Female,3to9
NE,Elementary,Suburban,500to999,ELA,White,Male,16Plus
MA,High,Suburban,1000Plus,ELA,White,Female,3to9
RI,Elementary,Town,250to499,Math,Hispanic,Female,3to9
KY,Elementary,Town,500to999,ELA,White,Female,3to9
SC,High,Suburban,500to999,NatSci,Multirace,Female,3to9
WV,Middle,Suburban,1000Plus,NatSci,White,Female,3to9
CA,Elementary,Urban,250to499,Math,White,Female,16Plus
TN,Middle,Suburban,250to499,ELA,White,Female,16Plus
MS,Middle,Suburban,250to499,NatSci,White,Female,3to9
NY,Elementary,Suburban,250to499,ELA,White,Female,10to15
DE,High,Rural,500to999,NatSci,White,Female,16Plus
OH,Middle,Rural,Lessthan250,Math,White,Male,3to9
AL,Elementary,Rural,Lessthan250,NatSci,White,Male,16Plus
RI,Elementary,Rural,1000Plus,ELA,Multirace,Female,10to15
TX,Elementary,Urban,500to999,Math,White,Female,16Plus
FL,Elementary,Suburban,250to499,ELA,Multirace,Female,3to9
NY,Elementary,Urban,250to499,ELA,White,Female,16Plus
KY,High,Suburban,500to999,ELA,Hispanic,Female,16Plus
DE,Elementary,Town,500to999,NatSci,Black,Female,3to9
AR,Elementary,Urban,250to499,ELA,White,Female,10to15
MA,High,Town,1000Plus,ELA,White,Female,3to9
NE,Elementary,Suburban,1000Plus,NatSci,White,Female,3to9
LA,Elementary,Town,500to999,Math,Hispanic,Female,10to15
FL,Middle,Rural,250to499,ELA,White,Female,3to9
AR,High,Rural,500to999,NatSci,Hispanic,Female,16Plus
LA,High,Rural,500to999,NatSci,White,Female,10to15
KY,Middle,Town,1000Plus,ELA,Hispanic,Female,3to9
DE,Elementary,Suburban,1000Plus,Math,White,Female,16Plus
AR,Elementary,Urban,250to499,Math,White,Male,16Plus
MA,Elementary,Suburban,Lessthan250,ELA,Multirace,Female,3to9
MS,Elementary,Suburban,250to499,Math,White,Female,16Plus
KY,High,Suburban,500to999,NatSci,White,Female,16Plus
MA,High,Suburban,1000Plus,NatSci,Black,Female,10to15
RI,Elementary,Suburban,500to999,ELA,White,Female,16Plus
NY,Elementary,Urban,500to999,NatSci,White,Female,10to15
WV,High,Suburban,250to499,ELA,White,Female,10to15
OH,Elementary,Suburban,1000Plus,NatSci,White,Female,Lessthan3
NY,Elementary,Suburban,Lessthan250,ELA,White,Male,3to9
NM,High,Rural,500to999,ELA,White,Male,16Plus
NY,Elementary,Town,1000Plus,ELA,White,Female,16Plus
DE,Elementary,Suburban,500to999,ELA,White,Female,16Plus
IN,Middle,Rural,250to499,ELA,White,Female,10to15
VA,Elementary,Suburban,500to999,ELA,White,Female,16Plus
TN,Elementary,Rural,500to999,Math,Hispanic,Male,16Plus
LA,High,Suburban,1000Plus,ELA,Hispanic,Female,10to15
WI,Middle,Urban,500to999,ELA,White,Female,10to15
OK,Middle,Suburban,250to499,Math,White,Male,16Plus
NE,Elementary,Rural,250to499,ELA,White,Female,16Plus
AR,Elementary,Rural,1000Plus,Math,White,Male,16Plus
WV,Elementary,Town,250to499,ELA,Asian,Female,16Plus
MS,Elementary,Suburban,250to499,ELA,White,Female,16Plus
OK,Elementary,Town,500to999,NatSci,White,Male,10to15
AR,Elementary,Suburban,250to499,ELA,White,Female,10to15
LA,Elementary,Suburban,500to999,ELA,White,Female,16Plus
LA,Middle,Rural,250to499,ELA,White,Female,3to9
WA,Elementary,Urban,250to499,NatSci,White,Female,16Plus
OH,Elementary,Suburban,250to499,Math,White,Male,10to15
NM,High,Town,250to499,ELA,White,Female,3to9
RI,Elementary,Town,250to499,ELA,White,Male,10to15
IL,High,Urban,250to499,Math,White,Female,16Plus
MI,High,Urban,1000Plus,NatSci,Hispanic,Female,16Plus
FL,Elementary,Urban,250to499,ELA,White,Female,3to9
AR,Elementary,Urban,250to499,NatSci,White,Female,10to15
FL,Elementary,Rural,250to499,Math,White,Female,10to15
NY,High,Suburban,500to999,ELA,White,Male,3to9
MS,Middle,Suburban,1000Plus,ELA,White,Female,16Plus
DE,High,Town,1000Plus,Math,White,Male,10to15
NY,Elementary,Suburban,500to999,Math,White,Female,3to9
KY,Elementary,Urban,500to999,ELA,White,Female,10to15
NM,High,Town,500to999,Math,White,Female,3to9
KY,High,Rural,1000Plus,ELA,White,Female,16Plus
MA,Elementary,Suburban,1000Plus,NatSci,White,Female,16Plus
NY,High,Urban,500to999,Math,White,Female,10to15
NM,Middle,Urban,Lessthan250,Math,White,Male,16Plus
KY,Elementary,Suburban,1000Plus,Math,White,Female,10to15
RI,High,Suburban,Lessthan250,Math,Multirace,Female,3to9
FL,Middle,Urban,250to499,NatSci,White,Female,3to9
MA,High,Rural,1000Plus,Math,White,Female,10to15
CA,Elementary,Town,500to999,NatSci,Hispanic,Female,10to15
WV,Middle,Suburban,1000Plus,NatSci,White,Female,3to9
CA,Elementary,Rural,500to999,ELA,White,Female,3to9
SC,Elementary,Suburban,500to999,NatSci,White,Female,10to15
MS,Elementary,Urban,500to999,Math,Hispanic,Female,16Plus
TN,Elementary,Urban,250to499,ELA,Black,Male,16Plus
OH,Elementary,Suburban,250to499,ELA,Hispanic,Female,10to15
CA,Elementary,Rural,1000Plus,NatSci,White,Female,16Plus
GA,Middle,Town,500to999,NatSci,White,Female,10to15
LA,High,Urban,500to999,NatSci,Hispanic,Female,3to9
CA,Middle,Town,500to999,Math,White,Male,3to9
WI,Elementary,Urban,250to499,Math,White,Male,3to9
IL,Elementary,Urban,1000Plus,NatSci,White,Male,3to9
MA,Middle,Suburban,1000Plus,ELA,White,Male,16Plus
WI,Elementary,Suburban,500to999,ELA,White,Female,3to9
DE,Elementary,Rural,250to499,Math,White,Male,16Plus
NM,Elementary,Town,Lessthan250,ELA,Hispanic,Female,16Plus
MA,High,Rural,250to499,NatSci,White,Female,3to9
IL,Elementary,Suburban,500to999,Math,White,Female,16Plus
OK,High,Town,500to999,NatSci,White,Female,16Plus
OK,Middle,Suburban,250to499,Math,White,Female,10to15
LA,Elementary,Urban,1000Plus,Math,White,Female,10to15
AR,High,Rural,1000Plus,ELA,White,Female,3to9
NM,Elementary,Urban,500to999,Math,White,Male,10to15
AR,Middle,Town,1000Plus,Math,White,Female,16Plus
MA,High,Urban,250to499,Math,White,Female,3to9
WV,Elementary,Rural,500to999,Math,White,Female,16Plus
TX,High,Suburban,500to999,Math,White,Female,16Plus
KY,High,Town,1000Plus,NatSci,Black,Female,16Plus
NE,Elementary,Urban,500to999,ELA,White,Male,3to9
NY,Elementary,Suburban,500to999,ELA,White,Female,16Plus
TX,Elementary,Town,250to499,NatSci,Hispanic,Male,10to15
WI,Elementary,Rural,Lessthan250,ELA,White,Female,16Plus
WV,Elementary,Urban,500to999,NatSci,White,Female,10to15
WI,Elementary,Town,500to999,Math,White,Female,10to15
FL,High,Suburban,250to499,Math,Black,Female,16Plus
TX,High,Rural,250to499,NatSci,White,Female,10to15
NY,Elementary,Suburban,500to999,Math,White,Female,16Plus
SC,Elementary,Rural,500to999,NatSci,White,Female,16Plus
CA,High,Town,250to499,NatSci,White,Female,16Plus
CT,Elementary,Town,250to499,NatSci,White,Female,10to15
RI,Elementary,Suburban,500to999,ELA,White,Female,16Plus
CA,Elementary,Town,250to499,NatSci,White,Female,16Plus
TX,Elementary,Suburban,500to999,Math,White,Female,10to15
KY,High,Suburban,Lessthan250,NatSci,White,Female,16Plus
NM,Elementary,Urban,250to499,NatSci,Asian,Female,10to15
KY,Elementary,Town,250to499,NatSci,White,Female,10to15
AR,Elementary,Town,Lessthan250,Math,White,Male,3to9
FL,Elementary,Suburban,500to999,ELA,Hispanic,Female,10to15
TN,Middle,Suburban,1000Plus,Math,White,Female,16Plus
TN,High,Urban,1000Plus,ELA,White,Female,16Plus
WI,Elementary,Urban,1000Plus,Math,White,Female,16Plus
NM,Elementary,Urban,500to999,ELA,Black,Female,10to15
SC,High,Urban,250to499,NatSci,White,Male,16Plus
CA,Elementary,Suburban,500to999,NatSci,Black,Female,3to9
WI,Elementary,Suburban,250to499,ELA,White,Male,3to9
TX,Elementary,Rural,250to499,ELA,White,Male,3to9
AR,Elementary,Rural,500to999,ELA,White,Male,16Plus
RI,Elementary,Town,250to499,Math,White,Female,3to9
MS,Elementary,Suburban,250to499,ELA,White,Female,16Plus
NY,Middle,Suburban,Lessthan250,Math,White,Male,3to9
KY,High,Town,1000Plus,Math,White,Female,16Plus
CO,Elementary,Urban,250to499,Math,White,Male,10to15
NE,Elementary,Suburban,1000Plus,ELA,White,Male,3to9
VA,High,Suburban,250to499,NatSci,White,Female,16Plus
MA,High,Suburban,500to999,Math,White,Female,10to15
AR,High,Town,250to499,ELA,Asian,Female,Lessthan3
SC,Middle,Rural,1000Plus,Math,White,Female,16Plus
NH,Middle,Rural,250to499,ELA,White,Female,16Plus
NY,Elementary,Urban,250to499,ELA,White,Male,16Plus
NM,Elementary,Suburban,500to999,NatSci,White,Female,10to15
FL,Elementary,Town,250to499,NatSci,White,Male,16Plus
TX,High,Rural,250to499,Math,White,Female,16Plus
WV,High,Rural,Lessthan250,ELA,Black,Female,3to9
TN,Elementary,Urban,Lessthan250,NatSci,White,Female,3to9
VA,Elementary,Town,500to999,Math,White,Female,16Plus
KY,Elementary,Rural,1000Plus,Math,Hispanic,Female,3to9
NM,Elementary,Rural,500to999,ELA,White,Female,16Plus
OH,High,Suburban,500to999,NatSci,Hispanic,Female,16Plus
AR,High,Town,250to499,ELA,Hispanic,Female,16Plus
NY,Elementary,Suburban,1000Plus,ELA,White,Female,16Plus
DE,High,Rural,500to999,Math,White,Female,16Plus
FL,Elementary,Rural,500to999,Math,White,Female,16Plus
AR,Middle,Suburban,Lessthan250,NatSci,White,Male,16Plus
PA,Elementary,Rural,500to999,NatSci,Black,Female,10to15
OH,Elementary,Rural,500to999,NatSci,Hispanic,Female,16Plus
NY,Elementary,Rural,250to499,Math,White,Female,16Plus
KY,Elementary,Urban,500to999,ELA,White,Female,10to15
TX,Elementary,Suburban,1000Plus,ELA,White,Female,16Plus
MA,High,Suburban,500to999,ELA,White,Female,16Plus
WI,High,Rural,500to999,Math,White,Female,16Plus
OH,Elementary,Urban,250to499,ELA,Black,Female,16Plus
MA,Elementary,Urban,250to499,NatSci,Other,Male,3to9
CO,Elementary,Urban,500to999,NatSci,White,Female,3to9
DE,Elementary,Rural,1000Plus,ELA,White,Female,16Plus
OH,Elementary,Suburban,250to499,ELA,White,Female,3to9
RI,High,Urban,1000Plus,Math,White,Female,10to15
AR,High,Town,500to999,ELA,White,Female,10to15
NM,Elementary,Rural,500to999,ELA,Black,Male,16Plus
IL,High,Urban,Lessthan250,Math,White,Male,3to9
DE,High,Urban,1000Plus,Math,Hispanic,Female,16Plus
TX,Elementary,Suburban,500to999,Math,White,Male,10to15
NE,Middle,Urban,500to999,NatSci,White,Female,3to9
DE,Middle,Suburban,250to499,ELA,White,Female,16Plus
MD,High,Rural,1000Plus,NatSci,Black,Female,16Plus
FL,Middle,Suburban,1000Plus,Math,White,Female,10to15
WI,Elementary,Suburban,500to999,Math,White,Female,16Plus
FL,High,Suburban,250to499,ELA,White,Female,Lessthan3
NE,High,Town,500to999,NatSci,Asian,Female,16Plus
WI,Elementary,Urban,500to999,ELA,Black,Male,10to15
TX,Elementary,Rural,250to499,ELA,White,Female,10to15
DE,High,Urban,1000Plus,Math,White,Male,16Plus
FL,Elementary,Suburban,250to499,Math,White,Male,10to15
KY,Elementary,Suburban,250to499,Math,White,Female,16Plus
RI,Elementary,Suburban,500to999,NatSci,Asian,Male,10to15
FL,Middle,Urban,Lessthan250,NatSci,White,Female,16Plus
FL,Elementary,Town,500to999,Math,White,Female,10to15
TX,Elementary,Rural,1000Plus,ELA,Black,Female,16Plus
AR,High,Suburban,250to499,NatSci,White,Female,16Plus
RI,High,Suburban,500to999,Math,White,Female,16Plus
FL,High,Suburban,500to999,ELA,White,Female,10to15
OH,Elementary,Rural,1000Plus,NatSci,White,Female,3to9
MA,Elementary,Suburban,500to999,ELA,White,Female,16Plus
LA,High,Urban,250to499,Math,White,Male,16Plus
OH,High,Rural,500to999,Math,Black,Male,10to15
NM,Elementary,Rural,500to999,NatSci,White,Female,10to15
OH,High,Suburban,250to499,ELA,White,Male,3to9
VA,Elementary,Urban,500to999,ELA,Asian,Female,3to9
DE,Elementary,Rural,Lessthan250,ELA,White,Female,10to15
RI,High,Suburban,1000Plus,Math,White,Female,16Plus
IL,High,Suburban,1000Plus,ELA,Hispanic,Male,16Plus
TX,High,Rural,250to499,ELA,White,Female,10to15
CA,High,Urban,500to999,ELA,White,Male,3to9
TN,Elementary,Suburban,250to499,NatSci,White,Female,16Plus
NE,Middle,Rural,500to999,Math,White,Female,16Plus
LA,High,Urban,250to499,ELA,White,Female,10to15
FL,Elementary,Suburban,Lessthan250,ELA,White,Female,16Plus
NY,High,Rural,250to499,NatSci,White,Male,10to15
TN,Middle,Suburban,250to499,NatSci,White,Female,16Plus
WI,Elementary,Suburban,500to999,Math,White,Female,16Plus
DE,Elementary,Town,500to999,Math,White,Female,10to15
CA,High,Urban,500to999,NatSci,White,Male,10to15
TN,Middle,Urban,1000Plus,ELA,White,Female,3to9
NE,Middle,Suburban,1000Plus,Math,White,Female,16Plus
DE,High,Suburban,250to499,ELA,White,Female,10to15
UT,Elementary,Rural,250to499,NatSci,Hispanic,Female,16Plus
KY,Elementary,Suburban,500to999,Math,White,Female,16Plus
WI,Elementary,Suburban,1000Plus,NatSci,Hispanic,Female,3to9
NM,Elementary,Urban,500to999,ELA,White,Female,3to9
LA,Elementary,Rural,500to999,Math,White,Female,3to9
TX,Middle,Rural,250to499,ELA,White,Female,10to15
TX,High,Urban,500to999,ELA,White,Female,3to9
FL,Elementary,Urban,500to999,NatSci,Black,Female,10to15
MI,Elementary,Town,500to999,ELA,White,Female,10to15
SC,Middle,Rural,500to999,ELA,Hispanic,Female,3to9
NE,High,Urban,250to499,ELA,White,Male,10to15
RI,Elementary,Urban,500to999,Math,White,Male,10to15
AZ,Middle,Rural,250to499,Math,Hispanic,Female,10to15
KY,Middle,Rural,500to999,Math,White,Male,16Plus
NY,Middle,Town,1000Plus,ELA,White,Female,16Plus
NM,Elementary,Rural,500to999,ELA,White,Female,3to9
CA,Elementary,Urban,250to499,ELA,White,Female,16Plus
PA,Elementary,Suburban,500to999,ELA,White,Female,16Plus
KY,High,Town,500to999,Math,Multirace,Male,10to15
TX,Middle,Urban,500to999,NatSci,White,Female,16Plus
FL,Middle,Rural,1000Plus,Math,White,Female,16Plus
CA,Elementary,Rural,500to999,Math,White,Male,16Plus
SC,Elementary,Suburban,1000Plus,Math,White,Female,16Plus
KY,High,Rural,Lessthan250,Math,White,Female,10to15
WI,Middle,Suburban,250to499,Math,White,Female,10to15
MA,High,Suburban,250to499,NatSci,White,Female,3to9
CA,Elementary,Urban,250to499,ELA,Multirace,Female,16Plus
CA,High,Urban,250to499,ELA,Hispanic,Female,3to9
CO,Elementary,Suburban,1000Plus,NatSci,White,Female,10to15
OH,Elementary,Town,500to999,Math,White,Female,16Plus
OH,High,Suburban,Lessthan250,ELA,White,Male,3to9
RI,Elementary,Rural,1000Plus,ELA,White,Female,16Plus
LA,Elementary,Urban,1000Plus,Math,White,Male,16Plus
NY,High,Rural,1000Plus,Math,White,Female,3to9
TX,Elementary,Town,Lessthan250,ELA,White,Female,16Plus
GA,High,Suburban,250to499,Math,White,Female,16Plus
LA,Elementary,Rural,250to499,ELA,White,Female,16Plus
MA,Elementary,Urban,250to499,Math,White,Female,3to9
DE,Middle,Suburban,500to999,Math,White,Female,3to9
OH,Elementary,Town,500to999,NatSci,White,Female,16Plus
OH,Middle,Rural,1000Plus,Math,White,Male,16Plus
FL,Elementary,Town,500to999,ELA,White,Female,10to15
TN,Middle,Suburban,250to499,Math,White,Female,3to9
NY,High,Suburban,1000Plus,Math,Black,Female,16Plus
WI,Elementary,Suburban,250to499,Math,White,Female,16Plus
AR,High,Suburban,Lessthan250,NatSci,White,Female,3to9
MA,Elementary,Urban,250to499,ELA,White,Female,16Plus
MS,Elementary,Suburban,1000Plus,ELA,White,Female,16Plus
NE,High,Urban,250to499,NatSci,Hispanic,Female,10to15
LA,Elementary,Suburban,250to499,NatSci,White,Female,10to15
PA,Elementary,Rural,500to999,ELA,White,Female,16Plus
OH,Elementary,Suburban,500to999,ELA,White,Female,16Plus
RI,Elementary,Town,500to999,Math,White,Female,3to9
CA,Middle,Suburban,500to999,NatSci,White,Female,10to15
CO,High,Suburban,250to499,Math,White,Female,16Plus
AR,Elementary,Town,Lessthan250,Math,White,Female,16Plus
UT,Elementary,Town,250to499,Math,White,Female,10to15
SC,Elementary,Suburban,500to999,Math,Multirace,Male,10to15
NM,Middle,Suburban,1000Plus,NatSci,White,Female,10to15
DE,Middle,Suburban,250to499,ELA,Other,Female,16Plus
TX,High,Urban,1000Plus,NatSci,White,Female,16Plus
TN,Middle,Rural,1000Plus,NatSci,Black,Female,3to9
KY,High,Suburban,500to999,NatSci,White,Female,10to15
AR,High,Suburban,250to499,Math,White,Female,10to15
AR,Middle,Urban,250to499,NatSci,White,Female,Lessthan3
MS,Elementary,Rural,250to499,ELA,White,Female,10to15
NM,Elementary,Town,250to499,Math,Hispanic,Female,3to9
TX,Elementary,Urban,500to999,NatSci,White,Female,3to9
FL,Elementary,Urban,250to499,ELA,White,Male,16Plus
DE,Elementary,Suburban,500to999,ELA,White,Female,16Plus
CA,Middle,Urban,500to999,ELA,Hispanic,Male,10to15
NE,High,Town,500to999,NatSci,White,Female,3to9
SC,High,Urban,1000Plus,Math,White,Female,3to9
FL,High,Urban,500to999,ELA,White,Female,16Plus
FL,Elementary,Suburban,500to999,Math,Hispanic,Female,10to15
OH,Elementary,Suburban,250to499,ELA,White,Female,16Plus
LA,Elementary,Suburban,500to999,Math,White,Female,16Plus
LA,High,Urban,500to999,Math,Multirace,Female,10to15
KY,Middle,Urban,1000Plus,ELA,White,Male,16Plus
DC,Elementary,Town,250to499,Math,NHPI,Male,10to15
IL,High,Suburban,500to999,NatSci,White,Female,3to9
DE,Elementary,Suburban,1000Plus,ELA,Black,Female,16Plus
OH,Elementary,Urban,Lessthan250,Math,White,Male,16Plus
DE,Elementary,Suburban,Lessthan250,NatSci,Black,Female,16Plus
LA,Elementary,Suburban,500to999,ELA,White,Female,3to9
RI,Elementary,Urban,250to499,Math,White,Female,16Plus
MA,Middle,Rural,500to999,NatSci,Black,Male,16Plus
KY,Elementary,Suburban,500to999,ELA,White,Female,16Plus
CA,Elementary,Suburban,500to999,Math,White,Female,16Plus
OH,High,Suburban,250to499,ELA,White,Female,3to9
MS,High,Rural,250to499,ELA,White,Male,10to15
WI,Elementary,Suburban,500to999,Math,White,Female,16Plus
NM,Elementary,Suburban,250to499,NatSci,White,Female,Lessthan3
KY,High,Rural,250to499,Math,White,Female,3to9
VA,Elementary,Rural,250to499,ELA,White,Female,10to15
RI,Elementary,Rural,500to999,Math,White,Female,16Plus
OH,Middle,Town,1000Plus,ELA,White,Female,Lessthan3
NC,Elementary,Urban,500to999,ELA,White,Female,10to15
NM,High,Urban,250to499,Math,White,Female,3to9
IL,Elementary,Suburban,500to999,Math,White,Male,16Plus
DE,High,Urban,1000Plus,ELA,Asian,Female,16Plus
DE,Elementary,Town,250to499,ELA,Black,Female,16Plus
OH,Elementary,Suburban,1000Plus,NatSci,Black,Female,16Plus
MS,High,Town,500to999,ELA,White,Female,10to15
KY,Middle,Urban,500to999,ELA,Asian,Female,16Plus
KY,Elementary,Suburban,1000Plus,Math,Multirace,Female,16Plus
FL,Elementary,Town,500to999,Math,White,Male,16Plus
NY,High,Rural,250to499,ELA,White,Female,10to15
TX,Elementary,Urban,1000Plus,Math,Black,Female,16Plus
NC,High,Town,500to999,ELA,White,Male,10to15
WI,Middle,Suburban,Lessthan250,ELA,Hispanic,Female,3to9
RI,High,Rural,1000Plus,NatSci,White,Female,16Plus
NM,High,Suburban,500to999,Math,Hispanic,Female,10to15
WI,High,Town,250to499,NatSci,Hispanic,Female,16Plus
TN,Elementary,Rural,500to999,ELA,White,Male,10to15
KY,High,Suburban,500to999,ELA,White,Female,3to9
CA,High,Urban,1000Plus,Math,Hispanic,Female,16Plus
CA,Elementary,Urban,500to999,Math,White,Male,16Plus
OH,Elementary,Rural,500to999,NatSci,White,Male,3to9
CA,High,Suburban,500to999,Math,Black,Female,3to9
OH,Middle,Urban,250to499,ELA,White,Female,16Plus
AR,Middle,Suburban,500to999,NatSci,Other,Female,10to15
AR,High,Town,500to999,ELA,White,Female,16Plus
GA,Elementary,Rural,250to499,Math,White,Female,10to15
TN,Elementary,Urban,500to999,Math,White,Female,10to15
NE,Elementary,Town,Lessthan250,NatSci,White,Female,16Plus
NY,Elementary,Suburban,500to999,NatSci,White,Female,10to15
MS,Elementary,Urban,500to999,Math,White,Female,3to9
OK,Elementary,Suburban,500to999,Math,White,Male,16Plus
AL,Elementary,Urban,250to499,NatSci,Hispanic,Female,10to15
AR,High,Suburban,500to999,Math,White,Female,10to15
RI,High,Suburban,500to999,ELA,White,Female,16Plus
MS,Elementary,Urban,250to499,Math,White,Male,3to9
WV,Elementary,Rural,250to499,Math,White,Female,3to9
VA,Elementary,Urban,500to999,Math,White,Female,16Plus
TX,Elementary,Rural,1000Plus,ELA,White,Female,3to9
LA,High,Urban,500to999,Math,White,Male,16Plus
AR,Elementary,Urban,500to999,ELA,White,Female,3to9
NM,Elementary,Suburban,500to999,NatSci,White,Female,10to15
MA,Elementary,Urban,500to999,Math,White,Female,3to9
NY,Elementary,Urban,1000Plus,Math,Black,Female,10to15
OH,Elementary,Rural,1000Plus,ELA,White,Female,10to15
AR,Elementary,Urban,500to999,ELA,White,Female,10to15
AR,Middle,Urban,1000Plus,ELA,White,Female,16Plus
CA,Middle,Rural,1000Plus,NatSci,White,Female,3to9
FL,Middle,Rural,250to499,Math,White,Male,10to15
NE,Elementary,Urban,1000Plus,ELA,White,Female,16Plus
GA,High,Suburban,250to499,Math,White,Female,3to9
KY,High,Suburban,500to999,NatSci,Hispanic,Female,16Plus
HI,Elementary,Rural,500to999,Math,White,Female,3to9
MA,Middle,Suburban,250to499,ELA,White,Female,3to9
OK,Elementary,Rural,250to499,Math,Hispanic,Female,16Plus
TX,High,Urban,1000Plus,ELA,White,Female,10to15
TN,Elementary,Rural,500to999,Math,White,Female,16Plus
FL,High,Rural,250to499,ELA,Multirace,Female,10to15
CA,Elementary,Town,1000Plus,Math,White,Female,10to15
WI,Elementary,Rural,250to499,Math,White,Female,10to15
NY,Middle,Urban,250to499,NatSci,Hispanic,Male,16Plus
IL,Elementary,Suburban,250to499,ELA,White,Female,10to15
GA,Elementary,Town,1000Plus,NatSci,White,Female,16Plus
MS,High,Suburban,250to499,Math,White,Male,3to9
NC,Elementary,Suburban,500to999,NatSci,White,Female,16Plus
WV,Elementary,Suburban,500to999,Math,Multirace,Female,10to15
OH,High,Rural,1000Plus,ELA,Black,Female,10to15
OH,Elementary,Town,250to499,ELA,White,Female,16Plus
DE,Elementary,Rural,500to999,ELA,Hispanic,Female,16Plus
NE,Middle,Urban,500to999,ELA,Multirace,Female,3to9
RI,Elementary,Urban,500to999,NatSci,Black,Female,10to15
WI,High,Rural,250to499,NatSci,Black,Female,16Plus
NM,Elementary,Suburban,500to999,NatSci,Black,Female,16Plus
ME,Elementary,Urban,250to499,NatSci,White,Male,3to9
CA,High,Urban,1000Plus,ELA,White,Female,16Plus
FL,High,Town,500to999,ELA,White,Female,16Plus
NE,Elementary,Urban,500to999,NatSci,Hispanic,Female,16Plus
SC,High,Urban,1000Plus,Math,Multirace,Female,16Plus
DE,High,Urban,Lessthan250,ELA,White,Female,3to9
FL,High,Urban,500to999,ELA,White,Female,3to9
KS,Middle,Suburban,500to999,ELA,White,Female,10to15
TX,Middle,Suburban,250to499,ELA,White,Female,16Plus
MD,Elementary,Rural,500to999,NatSci,Multirace,Female,10to15
KY,High,Rural,1000Plus,NatSci,Asian,Female,16Plus
AR,Elementary,Suburban,500to999,Math,White,Female,10to15
NY,High,Suburban,1000Plus,ELA,White,Male,10to15
TN,High,Suburban,500to999,ELA,Black,Female,16Plus
AR,Elementary,Urban,1000Plus,ELA,White,Female,16Plus
RI,Elementary,Suburban,500to999,Math,White,Female,16Plus
NM,Elementary,Suburban,500to999,Math,White,Female,16Plus
KY,High,Suburban,250to499,NatSci,Black,Female,3to9
MI,Middle,Town,1000Plus,ELA,White,Female,16Plus
OH,High,Rural,250to499,ELA,White,Female,3to9
MO,High,Rural,1000Plus,ELA,Hispanic,Female,10to15
WI,Elementary,Urban,500to999,Math,White,Female,16Plus
OH,Elementary,Urban,1000Plus,ELA,White,Female,16Plus
CA,Elementary,Rural,1000Plus,ELA,Hispanic,Female,3to9
TX,Elementary,Rural,250to499,Math,Hispanic,Female,3to9
CA,High,Suburban,Lessthan250,Math,White,Male,10to15
NM,Elementary,Suburban,1000Plus,Math,White,Female,16Plus
NY,Elementary,Urban,250to499,Math,White,Female,3to9
CA,Elementary,Rural,500to999,NatSci,White,Female,16Plus
MD,Elementary,Suburban,1000Plus,ELA,White,Female,3to9
CA,High,Urban,Lessthan250,NatSci,White,Female,3to9
MA,High,Town,250to499,ELA,White,Female,16Plus
TN,Elementary,Suburban,500to999,Math,Black,Male,3to9
RI,Elementary,Suburban,250to499,Math,White,Female,10to15
AR,Elementary,Town,500to999,Math,White,Female,16Plus
OH,Elementary,Suburban,500to999,ELA,White,Male,3to9
WI,High,Rural,1000Plus,ELA,White,Female,16Plus
AR,High,Suburban,Lessthan250,ELA,White,Female,3to9
AL,Middle,Suburban,500to999,Math,Black,Female,3to9
AR,Elementary,Urban,500to999,ELA,White,Female,16Plus
DE,Elementary,Suburban,1000Plus,Math,White,Female,3to9
LA,Elementary,Suburban,500to999,ELA,White,Female,16Plus
RI,Middle,Suburban,Lessthan250,Math,White,Male,16Plus
