State,School_Level,School_Locality,School_Size,Subject,Race,Gender,Experience,pop_total
MS,Middle,Rural,1000Plus,ELA,White,Male,16Plus,3
MS,Middle,Rural,1000Plus,Math,White,Female,16Plus,13
MS,Middle,Rural,250to499,ELA,White,Female,3to9,9
MS,Middle,Rural,250to499,ELA,White,Female,16Plus,15
MS,Middle,Rural,250to499,Math,White,Female,3to9,12
MS,Middle,Rural,250to499,NatSci,White,Female,3to9,16
MS,Middle,Rural,250to499,NatSci,White,Female,16Plus,8
MS,Middle,Rural,250to499,NatSci,White,Male,10to15,11
MS,Middle,Rural,500to999,ELA,Multirace,Female,3to9,7
MS,Middle,Rural,500to999,ELA,White,Female,16Plus,21
MS,Middle,Rural,500to999,ELA,White,Male,3to9,3
MS,Middle,Rural,500to999,ELA,White,Male,16Plus,9
MS,Middle,Rural,500to999,Math,White,Female,10to15,5
MS,Middle,Rural,500to999,Math,White,Male,16Plus,14
MS,Middle,Rural,500to999,NatSci,Black,Male,10to15,17
MS,Middle,Rural,500to999,NatSci,White,Female,16Plus,30
MS,Middle,Rural,Lessthan250,ELA,White,Female,3to9,21
MS,Middle,Rural,Lessthan250,NatSci,Hispanic,Female,10to15,5
MS,Middle,Suburban,1000Plus,ELA,Hispanic,Female,3to9,15
MS,Middle,Suburban,1000Plus,ELA,White,Female,16Plus,13
MS,Middle,Suburban,1000Plus,Math,White,Female,3to9,20
MS,Middle,Suburban,1000Plus,Math,White,Female,16Plus,21
MS,Middle,Suburban,1000Plus,NatSci,Hispanic,Male,16Plus,14
MS,Middle,Suburban,250to499,ELA,Black,Female,Lessthan3,2
MS,Middle,Suburban,250to499,ELA,White,Female,3to9,7
MS,Middle,Suburban,250to499,ELA,White,Female,10to15,16
MS,Middle,Suburban,250to499,ELA,White,Male,3to9,8
MS,Middle,Suburban,250to499,ELA,White,Male,16Plus,11
MS,Middle,Suburban,250to499,Math,White,Male,3to9,8
MS,Middle,Suburban,250to499,NatSci,Hispanic,Female,3to9,5
MS,Middle,Suburban,250to499,NatSci,White,Female,3to9,8
MS,Middle,Suburban,250to499,NatSci,White,Female,10to15,7
MS,Middle,Suburban,250to499,NatSci,White,Female,16Plus,7
MS,Middle,Suburban,250to499,NatSci,White,Male,3to9,22
MS,Middle,Suburban,500to999,ELA,White,Female,3to9,20
MS,Middle,Suburban,500to999,ELA,White,Female,10to15,15
MS,Middle,Suburban,500to999,ELA,White,Female,16Plus,16
MS,Middle,Suburban,500to999,ELA,White,Male,3to9,5
MS,Middle,Suburban,500to999,Math,Hispanic,Female,3to9,21
MS,Middle,Suburban,500to999,NatSci,White,Female,10to15,6
MS,Middle,Suburban,500to999,NatSci,White,Male,10to15,15
MS,Middle,Suburban,Lessthan250,ELA,White,Female,10to15,14
MS,Middle,Suburban,Lessthan250,Math,White,Female,10to15,9
MS,Middle,Suburban,Lessthan250,NatSci,White,Female,3to9,11
MS,Middle,Town,250to499,ELA,Hispanic,Female,16Plus,12
MS,Middle,Town,250to499,ELA,White,Female,3to9,9
MS,Middle,Town,250to499,ELA,White,Female,10to15,10
MS,Middle,Town,250to499,ELA,White,Female,16Plus,12
MS,Middle,Town,250to499,Math,Hispanic,Male,3to9,8
MS,Middle,Town,500to999,ELA,White,Female,16Plus,5
MS,Middle,Town,500to999,ELA,White,Male,3to9,17
MS,Middle,Urban,1000Plus,ELA,White,Female,16Plus,11
MS,Middle,Urban,1000Plus,ELA,White,Male,16Plus,19
MS,Middle,Urban,1000Plus,Math,White,Female,3to9,24
MS,Middle,Urban,1000Plus,Math,White,Female,10to15,17
MS,Middle,Urban,1000Plus,NatSci,White,Male,10to15,21
MS,Middle,Urban,250to499,ELA,White,Female,16Plus,9
MS,Middle,Urban,250to499,ELA,White,Male,10to15,10
MS,Middle,Urban,250to499,Math,Hispanic,Male,3to9,12
MS,Middle,Urban,250to499,NatSci,White,Female,16Plus,21
MS,Middle,Urban,500to999,ELA,White,Female,3to9,16
MS,Middle,Urban,500to999,ELA,White,Female,10to15,18
MS,Middle,Urban,500to999,ELA,White,Female,16Plus,8
MS,Middle,Urban,500to999,Math,White,Female,16Plus,21
MS,Middle,Urban,500to999,NatSci,White,Female,16Plus,22
MS,Middle,Urban,500to999,NatSci,White,Male,16Plus,21
MS,Middle,Urban,Lessthan250,ELA,White,Female,16Plus,14
MT,Elementary,Rural,250to499,ELA,Black,Female,3to9,5
MT,Elementary,Rural,250to499,NatSci,Hispanic,Female,3to9,3
MT,Elementary,Suburban,1000Plus,Math,Hispanic,Female,10to15,12
NC,Elementary,Rural,1000Plus,ELA,White,Female,10to15,9
NC,Elementary,Rural,1000Plus,ELA,White,Female,16Plus,16
NC,Elementary,Rural,1000Plus,Math,White,Female,3to9,11
NC,Elementary,Rural,1000Plus,NatSci,White,Female,16Plus,28
NC,Elementary,Rural,1000Plus,NatSci,White,Male,16Plus,9
NC,Elementary,Rural,250to499,NatSci,Hispanic,Female,3to9,13
NC,Elementary,Rural,500to999,ELA,White,Female,16Plus,14
NC,Elementary,Rural,500to999,Math,Black,Male,16Plus,10
NC,Elementary,Rural,500to999,NatSci,Black,Female,3to9,6
NC,Elementary,Rural,500to999,NatSci,White,Female,16Plus,10
NC,Elementary,Rural,Lessthan250,ELA,Hispanic,Female,16Plus,13
NC,Elementary,Suburban,1000Plus,ELA,White,Female,3to9,14
NC,Elementary,Suburban,1000Plus,NatSci,White,Female,16Plus,5
NC,Elementary,Suburban,250to499,ELA,White,Female,16Plus,13
NC,Elementary,Suburban,250to499,ELA,White,Male,10to15,9
NC,Elementary,Suburban,250to499,Math,White,Female,3to9,12
NC,Elementary,Suburban,250to499,Math,White,Male,3to9,10
NC,Elementary,Suburban,250to499,NatSci,AIAN,Female,16Plus,8
NC,Elementary,Suburban,250to499,NatSci,White,Male,3to9,13
NC,Elementary,Suburban,500to999,ELA,Black,Male,16Plus,8
NC,Elementary,Suburban,500to999,ELA,White,Female,3to9,15
NC,Elementary,Suburban,500to999,ELA,White,Male,16Plus,22
NC,Elementary,Suburban,500to999,Math,White,Female,3to9,30
NC,Elementary,Suburban,500to999,Math,White,Female,16Plus,3
NC,Elementary,Suburban,500to999,NatSci,White,Female,16Plus,6
NC,Elementary,Suburban,Lessthan250,Math,White,Female,10to15,23
NC,Elementary,Town,1000Plus,ELA,White,Female,10to15,12
NC,Elementary,Town,1000Plus,ELA,White,Female,16Plus,13
NC,Elementary,Town,250to499,ELA,Black,Female,10to15,18
NC,Elementary,Town,250to499,ELA,White,Female,3to9,17
NC,Elementary,Town,250to499,NatSci,White,Female,16Plus,12
NC,Elementary,Town,500to999,Math,White,Female,16Plus,8
NC,Elementary,Town,500to999,Math,White,Male,16Plus,10
NC,Elementary,Town,500to999,NatSci,White,Female,3to9,27
NC,Elementary,Town,Lessthan250,ELA,White,Male,3to9,12
NC,Elementary,Urban,1000Plus,ELA,White,Female,10to15,12
NC,Elementary,Urban,1000Plus,NatSci,Black,Female,16Plus,11
NC,Elementary,Urban,1000Plus,NatSci,White,Female,16Plus,18
NC,Elementary,Urban,250to499,ELA,White,Female,16Plus,10
NC,Elementary,Urban,500to999,ELA,White,Female,3to9,19
NC,Elementary,Urban,500to999,ELA,White,Female,10to15,26
NC,Elementary,Urban,500to999,ELA,White,Female,16Plus,10
NC,Elementary,Urban,500to999,Math,White,Female,16Plus,10
NC,Elementary,Urban,500to999,NatSci,White,Female,3to9,12
NC,Elementary,Urban,Lessthan250,ELA,Black,Female,10to15,2
NC,Elementary,Urban,Lessthan250,Math,Hispanic,Female,16Plus,5
NC,Elementary,Urban,Lessthan250,NatSci,White,Female,16Plus,6
NC,High,Rural,1000Plus,ELA,White,Female,Lessthan3,5
NC,High,Rural,1000Plus,ELA,White,Female,10to15,12
NC,High,Rural,1000Plus,ELA,White,Female,16Plus,17
NC,High,Rural,1000Plus,Math,White,Male,16Plus,8
NC,High,Rural,1000Plus,NatSci,White,Female,10to15,9
NC,High,Rural,1000Plus,NatSci,White,Female,16Plus,13
NC,High,Rural,250to499,ELA,White,Female,10to15,13
NC,High,Rural,250to499,Math,White,Female,10to15,11
NC,High,Rural,500to999,ELA,Hispanic,Female,10to15,13
NC,High,Rural,500to999,Math,Multirace,Female,10to15,20
NC,High,Rural,500to999,Math,White,Female,3to9,4
NC,High,Rural,500to999,Math,White,Female,10to15,11
NC,High,Suburban,1000Plus,ELA,Black,Female,16Plus,15
NC,High,Suburban,1000Plus,ELA,White,Male,16Plus,6
NC,High,Suburban,1000Plus,Math,White,Female,3to9,8
NC,High,Suburban,250to499,ELA,White,Female,3to9,10
NC,High,Suburban,250to499,ELA,White,Female,16Plus,17
NC,High,Suburban,250to499,ELA,White,Male,10to15,10
NC,High,Suburban,250to499,Math,White,Female,16Plus,16
NC,High,Suburban,250to499,NatSci,White,Female,3to9,7
NC,High,Suburban,500to999,ELA,White,Female,10to15,4
NC,High,Suburban,500to999,ELA,White,Female,16Plus,18
NC,High,Suburban,500to999,NatSci,Black,Female,16Plus,5
NC,High,Suburban,500to999,NatSci,White,Female,16Plus,27
NC,High,Suburban,Lessthan250,Math,Hispanic,Female,16Plus,10
NC,High,Town,500to999,ELA,White,Female,16Plus,14
NC,High,Town,500to999,ELA,White,Male,10to15,7
NC,High,Town,500to999,Math,White,Female,3to9,2
NC,High,Town,500to999,Math,White,Male,10to15,8
NC,High,Urban,1000Plus,Math,White,Female,10to15,8
NC,High,Urban,1000Plus,Math,White,Female,16Plus,21
NC,High,Urban,250to499,ELA,White,Female,16Plus,7
NC,High,Urban,250to499,Math,White,Female,16Plus,21
NC,High,Urban,500to999,Math,Black,Female,16Plus,7
NC,High,Urban,500to999,Math,White,Male,16Plus,18
NC,High,Urban,500to999,NatSci,White,Female,10to15,12
NC,High,Urban,500to999,NatSci,White,Female,16Plus,15
NC,Middle,Rural,1000Plus,ELA,Black,Female,16Plus,12
NC,Middle,Rural,1000Plus,ELA,Hispanic,Female,10to15,15
NC,Middle,Rural,250to499,Math,White,Female,16Plus,23
NC,Middle,Rural,250to499,Math,White,Male,16Plus,8
NC,Middle,Rural,250to499,NatSci,Black,Female,10to15,5
NC,Middle,Rural,Lessthan250,NatSci,Hispanic,Female,16Plus,15
NC,Middle,Suburban,1000Plus,ELA,Black,Male,16Plus,8
NC,Middle,Suburban,1000Plus,ELA,White,Female,3to9,7
NC,Middle,Suburban,250to499,ELA,White,Female,Lessthan3,21
NC,Middle,Suburban,250to499,ELA,White,Female,10to15,11
NC,Middle,Suburban,250to499,ELA,White,Male,16Plus,17
NC,Middle,Suburban,250to499,Math,Asian,Female,3to9,9
NC,Middle,Suburban,250to499,Math,White,Female,16Plus,18
NC,Middle,Suburban,500to999,ELA,Hispanic,Male,16Plus,12
NC,Middle,Suburban,500to999,Math,White,Female,16Plus,6
NC,Middle,Town,1000Plus,ELA,White,Female,3to9,7
NC,Middle,Town,1000Plus,ELA,White,Female,16Plus,13
NC,Middle,Town,250to499,ELA,White,Female,3to9,26
NC,Middle,Town,250to499,Math,Hispanic,Female,16Plus,11
NC,Middle,Town,250to499,NatSci,White,Male,3to9,16
NC,Middle,Town,500to999,ELA,White,Male,16Plus,16
NC,Middle,Town,500to999,Math,Black,Female,3to9,24
NC,Middle,Town,500to999,Math,White,Female,10to15,12
NC,Middle,Town,Lessthan250,Math,White,Female,16Plus,17
NC,Middle,Urban,1000Plus,ELA,Asian,Female,10to15,8
NC,Middle,Urban,500to999,ELA,White,Female,3to9,11
NC,Middle,Urban,500to999,ELA,White,Female,16Plus,7
NC,Middle,Urban,Lessthan250,Math,Black,Male,3to9,13
ND,Elementary,Suburban,500to999,NatSci,Black,Female,16Plus,20
ND,Elementary,Suburban,Lessthan250,Math,White,Female,10to15,10
ND,Middle,Town,250to499,Math,White,Male,16Plus,12
NE,Elementary,Rural,1000Plus,ELA,Black,Female,3to9,8
NE,Elementary,Rural,1000Plus,ELA,Multirace,Female,3to9,6
NE,Elementary,Rural,1000Plus,ELA,White,Female,3to9,30
NE,Elementary,Rural,1000Plus,ELA,White,Female,10to15,18
NE,Elementary,Rural,1000Plus,ELA,White,Female,16Plus,9
NE,Elementary,Rural,1000Plus,Math,White,Female,3to9,16
NE,Elementary,Rural,1000Plus,Math,White,Female,10to15,9
NE,Elementary,Rural,1000Plus,Math,White,Female,16Plus,15
NE,Elementary,Rural,1000Plus,NatSci,White,Female,3to9,21
NE,Elementary,Rural,1000Plus,NatSci,White,Female,10to15,17
NE,Elementary,Rural,1000Plus,NatSci,White,Male,16Plus,19
NE,Elementary,Rural,250to499,ELA,Black,Female,16Plus,8
NE,Elementary,Rural,250to499,ELA,White,Female,3to9,14
NE,Elementary,Rural,250to499,ELA,White,Female,16Plus,25
NE,Elementary,Rural,250to499,ELA,White,Male,3to9,16
NE,Elementary,Rural,250to499,Math,Hispanic,Female,16Plus,9
NE,Elementary,Rural,250to499,NatSci,White,Female,10to15,13
NE,Elementary,Rural,500to999,ELA,Hispanic,Female,16Plus,16
NE,Elementary,Rural,500to999,ELA,White,Female,3to9,7
NE,Elementary,Rural,500to999,ELA,White,Female,10to15,14
NE,Elementary,Rural,500to999,ELA,White,Female,16Plus,21
NE,Elementary,Rural,500to999,ELA,White,Male,3to9,13
NE,Elementary,Rural,500to999,Math,Black,Female,16Plus,12
NE,Elementary,Rural,500to999,Math,White,Female,3to9,28
NE,Elementary,Rural,500to999,Math,White,Female,10to15,17
NE,Elementary,Rural,500to999,Math,White,Female,16Plus,20
NE,Elementary,Rural,500to999,Math,White,Male,10to15,13
NE,Elementary,Rural,500to999,NatSci,Black,Male,3to9,5
NE,Elementary,Rural,500to999,NatSci,White,Female,3to9,21
NE,Elementary,Rural,500to999,NatSci,White,Female,10to15,15
NE,Elementary,Rural,500to999,NatSci,White,Male,16Plus,10
NE,Elementary,Rural,Lessthan250,ELA,White,Female,3to9,12
NE,Elementary,Rural,Lessthan250,ELA,White,Female,16Plus,17
NE,Elementary,Suburban,1000Plus,ELA,White,Female,3to9,19
NE,Elementary,Suburban,1000Plus,ELA,White,Female,10to15,17
NE,Elementary,Suburban,1000Plus,ELA,White,Female,16Plus,19
NE,Elementary,Suburban,1000Plus,ELA,White,Male,3to9,7
NE,Elementary,Suburban,1000Plus,Math,Asian,Female,3to9,17
NE,Elementary,Suburban,1000Plus,Math,Asian,Female,10to15,11
NE,Elementary,Suburban,1000Plus,Math,Hispanic,Female,16Plus,26
NE,Elementary,Suburban,1000Plus,Math,White,Female,10to15,11
NE,Elementary,Suburban,1000Plus,Math,White,Female,16Plus,18
NE,Elementary,Suburban,1000Plus,NatSci,White,Female,3to9,11
NE,Elementary,Suburban,250to499,ELA,Multirace,Male,10to15,5
NE,Elementary,Suburban,250to499,ELA,White,Female,3to9,14
NE,Elementary,Suburban,250to499,ELA,White,Female,10to15,23
NE,Elementary,Suburban,250to499,ELA,White,Female,16Plus,37
NE,Elementary,Suburban,250to499,ELA,White,Male,10to15,15
NE,Elementary,Suburban,250to499,Math,Other,Female,3to9,15
NE,Elementary,Suburban,250to499,Math,White,Female,10to15,15
NE,Elementary,Suburban,250to499,Math,White,Female,16Plus,15
NE,Elementary,Suburban,250to499,NatSci,White,Female,3to9,7
NE,Elementary,Suburban,250to499,NatSci,White,Female,10to15,13
NE,Elementary,Suburban,250to499,NatSci,White,Female,16Plus,29
NE,Elementary,Suburban,500to999,ELA,Asian,Male,16Plus,16
NE,Elementary,Suburban,500to999,ELA,Black,Female,10to15,17
NE,Elementary,Suburban,500to999,ELA,Black,Male,16Plus,9
NE,Elementary,Suburban,500to999,ELA,Hispanic,Female,10to15,22
NE,Elementary,Suburban,500to999,ELA,Hispanic,Male,3to9,6
NE,Elementary,Suburban,500to999,ELA,White,Female,3to9,26
NE,Elementary,Suburban,500to999,ELA,White,Female,10to15,24
NE,Elementary,Suburban,500to999,ELA,White,Female,16Plus,36
NE,Elementary,Suburban,500to999,ELA,White,Male,3to9,13
NE,Elementary,Suburban,500to999,ELA,White,Male,16Plus,20
NE,Elementary,Suburban,500to999,Math,White,Female,3to9,23
NE,Elementary,Suburban,500to999,Math,White,Female,10to15,22
NE,Elementary,Suburban,500to999,Math,White,Female,16Plus,23
NE,Elementary,Suburban,500to999,NatSci,Hispanic,Female,3to9,10
NE,Elementary,Suburban,500to999,NatSci,Hispanic,Male,16Plus,10
NE,Elementary,Suburban,500to999,NatSci,White,Female,3to9,21
NE,Elementary,Suburban,500to999,NatSci,White,Female,10to15,9
NE,Elementary,Suburban,500to999,NatSci,White,Female,16Plus,26
NE,Elementary,Suburban,500to999,NatSci,White,Male,16Plus,10
NE,Elementary,Suburban,Lessthan250,ELA,Multirace,Female,16Plus,13
NE,Elementary,Suburban,Lessthan250,ELA,White,Female,16Plus,17
NE,Elementary,Suburban,Lessthan250,Math,White,Female,10to15,14
NE,Elementary,Suburban,Lessthan250,Math,White,Female,16Plus,16
NE,Elementary,Suburban,Lessthan250,NatSci,White,Female,16Plus,10
NE,Elementary,Town,1000Plus,ELA,White,Female,3to9,17
NE,Elementary,Town,1000Plus,ELA,White,Female,10to15,10
NE,Elementary,Town,1000Plus,Math,Black,Female,10to15,16
NE,Elementary,Town,1000Plus,Math,White,Female,3to9,18
NE,Elementary,Town,250to499,ELA,Asian,Female,3to9,18
NE,Elementary,Town,250to499,ELA,Black,Male,16Plus,19
NE,Elementary,Town,250to499,ELA,Hispanic,Female,3to9,10
NE,Elementary,Town,250to499,ELA,White,Female,16Plus,35
NE,Elementary,Town,250to499,Math,Multirace,Female,3to9,21
NE,Elementary,Town,250to499,Math,White,Female,10to15,8
NE,Elementary,Town,250to499,Math,White,Female,16Plus,14
NE,Elementary,Town,250to499,Math,White,Male,3to9,9
NE,Elementary,Town,250to499,NatSci,White,Female,3to9,5
NE,Elementary,Town,500to999,ELA,Hispanic,Female,Lessthan3,4
NE,Elementary,Town,500to999,ELA,Hispanic,Female,10to15,8
NE,Elementary,Town,500to999,ELA,White,Female,16Plus,14
NE,Elementary,Town,500to999,Math,White,Female,3to9,16
NE,Elementary,Town,500to999,Math,White,Female,16Plus,15
NE,Elementary,Town,500to999,Math,White,Male,16Plus,10
NE,Elementary,Town,500to999,NatSci,Black,Female,3to9,20
NE,Elementary,Town,500to999,NatSci,White,Female,16Plus,4
NE,Elementary,Town,Lessthan250,ELA,White,Female,16Plus,3
NE,Elementary,Town,Lessthan250,Math,White,Female,3to9,22
NE,Elementary,Town,Lessthan250,NatSci,White,Female,16Plus,16
NE,Elementary,Town,Lessthan250,NatSci,White,Male,16Plus,9
NE,Elementary,Urban,1000Plus,ELA,Asian,Female,3to9,8
NE,Elementary,Urban,1000Plus,ELA,White,Female,10to15,11
NE,Elementary,Urban,1000Plus,ELA,White,Female,16Plus,17
NE,Elementary,Urban,1000Plus,Math,White,Female,3to9,20
NE,Elementary,Urban,1000Plus,Math,White,Female,10to15,14
NE,Elementary,Urban,1000Plus,NatSci,White,Female,3to9,26
NE,Elementary,Urban,1000Plus,NatSci,White,Female,16Plus,26
NE,Elementary,Urban,250to499,ELA,Hispanic,Female,10to15,5
NE,Elementary,Urban,250to499,ELA,Hispanic,Male,3to9,10
NE,Elementary,Urban,250to499,ELA,White,Female,3to9,39
NE,Elementary,Urban,250to499,ELA,White,Female,10to15,29
NE,Elementary,Urban,250to499,ELA,White,Female,16Plus,29
NE,Elementary,Urban,250to499,Math,Black,Female,Lessthan3,10
NE,Elementary,Urban,250to499,Math,Black,Female,10to15,10
NE,Elementary,Urban,250to499,Math,White,Female,10to15,8
NE,Elementary,Urban,250to499,Math,White,Female,16Plus,5
NE,Elementary,Urban,250to499,Math,White,Male,3to9,15
NE,Elementary,Urban,250to499,NatSci,White,Female,10to15,9
NE,Elementary,Urban,250to499,NatSci,White,Female,16Plus,9
NE,Elementary,Urban,250to499,NatSci,White,Male,3to9,17
NE,Elementary,Urban,250to499,NatSci,White,Male,10to15,11
NE,Elementary,Urban,250to499,NatSci,White,Male,16Plus,20
NE,Elementary,Urban,500to999,ELA,Multirace,Female,3to9,10
NE,Elementary,Urban,500to999,ELA,Multirace,Female,10to15,9
NE,Elementary,Urban,500to999,ELA,White,Female,10to15,18
NE,Elementary,Urban,500to999,ELA,White,Female,16Plus,8
NE,Elementary,Urban,500to999,ELA,White,Male,3to9,7
NE,Elementary,Urban,500to999,ELA,White,Male,16Plus,11
NE,Elementary,Urban,500to999,Math,Black,Male,16Plus,12
NE,Elementary,Urban,500to999,Math,White,Female,3to9,8
NE,Elementary,Urban,500to999,Math,White,Female,16Plus,23
NE,Elementary,Urban,500to999,Math,White,Male,16Plus,11
NE,Elementary,Urban,500to999,NatSci,Hispanic,Female,16Plus,15
NE,Elementary,Urban,500to999,NatSci,White,Female,3to9,21
NE,Elementary,Urban,500to999,NatSci,White,Female,10to15,10
NE,Elementary,Urban,500to999,NatSci,White,Female,16Plus,15
NE,Elementary,Urban,Lessthan250,Math,White,Male,3to9,16
NE,High,Rural,1000Plus,ELA,White,Female,10to15,24
NE,High,Rural,1000Plus,ELA,White,Female,16Plus,20
NE,High,Rural,1000Plus,ELA,White,Male,10to15,20
NE,High,Rural,1000Plus,Math,White,Female,Lessthan3,17
NE,High,Rural,1000Plus,Math,White,Female,16Plus,11
NE,High,Rural,1000Plus,NatSci,Black,Female,3to9,21
NE,High,Rural,250to499,ELA,White,Female,3to9,16
NE,High,Rural,250to499,ELA,White,Female,10to15,11
NE,High,Rural,250to499,ELA,White,Female,16Plus,11
NE,High,Rural,250to499,ELA,White,Male,3to9,14
NE,High,Rural,250to499,ELA,White,Male,16Plus,20
NE,High,Rural,250to499,Math,White,Female,3to9,13
NE,High,Rural,250to499,Math,White,Female,10to15,10
NE,High,Rural,250to499,NatSci,White,Female,10to15,5
NE,High,Rural,250to499,NatSci,White,Female,16Plus,3
NE,High,Rural,500to999,ELA,AIAN,Female,16Plus,4
NE,High,Rural,500to999,ELA,White,Female,3to9,16
NE,High,Rural,500to999,ELA,White,Female,10to15,16
NE,High,Rural,500to999,ELA,White,Female,16Plus,22
NE,High,Rural,500to999,ELA,White,Male,10to15,18
NE,High,Rural,500to999,Math,Hispanic,Female,16Plus,11
NE,High,Rural,500to999,Math,White,Female,3to9,13
NE,High,Rural,500to999,Math,White,Female,10to15,9
NE,High,Rural,500to999,Math,White,Female,16Plus,5
NE,High,Rural,500to999,NatSci,White,Female,3to9,15
NE,High,Rural,500to999,NatSci,White,Female,10to15,17
NE,High,Rural,500to999,NatSci,White,Female,16Plus,16
NE,High,Rural,Lessthan250,ELA,Multirace,Male,16Plus,9
NE,High,Rural,Lessthan250,ELA,White,Female,Lessthan3,6
NE,High,Rural,Lessthan250,Math,White,Female,3to9,15
NE,High,Rural,Lessthan250,Math,White,Male,3to9,12
NE,High,Rural,Lessthan250,NatSci,Hispanic,Male,16Plus,17
NE,High,Rural,Lessthan250,NatSci,White,Female,16Plus,12
NE,High,Suburban,1000Plus,ELA,Hispanic,Female,10to15,8
NE,High,Suburban,1000Plus,ELA,Hispanic,Female,16Plus,10
NE,High,Suburban,1000Plus,ELA,Hispanic,Male,16Plus,4
NE,High,Suburban,1000Plus,ELA,White,Female,3to9,14
NE,High,Suburban,1000Plus,ELA,White,Female,10to15,4
NE,High,Suburban,1000Plus,ELA,White,Female,16Plus,28
NE,High,Suburban,1000Plus,Math,White,Female,3to9,14
NE,High,Suburban,1000Plus,Math,White,Female,16Plus,23
NE,High,Suburban,1000Plus,NatSci,Hispanic,Female,3to9,16
NE,High,Suburban,1000Plus,NatSci,Hispanic,Female,16Plus,16
NE,High,Suburban,1000Plus,NatSci,White,Female,16Plus,15
NE,High,Suburban,250to499,ELA,White,Female,3to9,11
NE,High,Suburban,250to499,ELA,White,Female,10to15,22
NE,High,Suburban,250to499,ELA,White,Female,16Plus,28
NE,High,Suburban,250to499,ELA,White,Male,16Plus,6
NE,High,Suburban,250to499,Math,Black,Female,16Plus,9
NE,High,Suburban,250to499,Math,White,Female,3to9,8
NE,High,Suburban,250to499,Math,White,Female,16Plus,15
NE,High,Suburban,250to499,NatSci,Hispanic,Female,16Plus,17
NE,High,Suburban,250to499,NatSci,White,Female,3to9,10
NE,High,Suburban,250to499,NatSci,White,Female,10to15,20
NE,High,Suburban,500to999,ELA,Hispanic,Female,10to15,15
NE,High,Suburban,500to999,ELA,Other,Male,10to15,6
NE,High,Suburban,500to999,ELA,White,Female,3to9,16
NE,High,Suburban,500to999,ELA,White,Female,10to15,6
NE,High,Suburban,500to999,ELA,White,Female,16Plus,9
NE,High,Suburban,500to999,Math,Black,Female,3to9,18
NE,High,Suburban,500to999,Math,White,Female,16Plus,20
NE,High,Suburban,500to999,Math,White,Male,16Plus,7
NE,High,Suburban,500to999,NatSci,Black,Female,10to15,12
NE,High,Suburban,500to999,NatSci,Black,Female,16Plus,3
NE,High,Suburban,500to999,NatSci,White,Female,3to9,16
NE,High,Suburban,500to999,NatSci,White,Female,10to15,12
NE,High,Suburban,500to999,NatSci,White,Female,16Plus,28
NE,High,Suburban,500to999,NatSci,White,Male,10to15,15
NE,High,Suburban,Lessthan250,ELA,White,Male,3to9,6
NE,High,Town,1000Plus,ELA,White,Male,10to15,9
NE,High,Town,1000Plus,Math,White,Female,3to9,16
NE,High,Town,1000Plus,NatSci,White,Female,3to9,15
NE,High,Town,250to499,ELA,Black,Female,3to9,8
NE,High,Town,250to499,ELA,White,Female,16Plus,10
NE,High,Town,250to499,Math,White,Female,3to9,15
NE,High,Town,250to499,Math,White,Female,16Plus,7
NE,High,Town,250to499,NatSci,White,Female,16Plus,17
NE,High,Town,500to999,ELA,White,Female,Lessthan3,11
NE,High,Town,500to999,ELA,White,Female,3to9,13
NE,High,Town,500to999,ELA,White,Female,16Plus,8
NE,High,Town,500to999,Math,Black,Female,16Plus,7
NE,High,Town,500to999,Math,White,Female,3to9,12
NE,High,Town,500to999,Math,White,Female,10to15,13
NE,High,Town,500to999,NatSci,Asian,Female,16Plus,8
NE,High,Town,500to999,NatSci,White,Female,3to9,14
NE,High,Town,500to999,NatSci,White,Female,16Plus,6
NE,High,Urban,1000Plus,Math,White,Female,10to15,8
NE,High,Urban,1000Plus,Math,White,Female,16Plus,16
NE,High,Urban,1000Plus,NatSci,Black,Female,16Plus,16
NE,High,Urban,1000Plus,NatSci,Other,Female,10to15,17
NE,High,Urban,1000Plus,NatSci,White,Female,Lessthan3,10
NE,High,Urban,250to499,ELA,Hispanic,Female,10to15,17
NE,High,Urban,250to499,ELA,White,Female,10to15,9
NE,High,Urban,250to499,ELA,White,Male,10to15,9
NE,High,Urban,250to499,ELA,White,Male,16Plus,11
NE,High,Urban,250to499,Math,White,Female,3to9,13
NE,High,Urban,250to499,Math,White,Female,16Plus,12
NE,High,Urban,250to499,Math,White,Male,10to15,6
NE,High,Urban,250to499,Math,White,Male,16Plus,3
NE,High,Urban,250to499,NatSci,Hispanic,Female,10to15,19
NE,High,Urban,250to499,NatSci,White,Female,10to15,15
NE,High,Urban,250to499,NatSci,White,Female,16Plus,26
NE,High,Urban,500to999,ELA,NHPI,Male,16Plus,15
NE,High,Urban,500to999,ELA,White,Female,3to9,21
NE,High,Urban,500to999,ELA,White,Female,16Plus,22
NE,High,Urban,500to999,ELA,White,Male,10to15,21
NE,High,Urban,500to999,Math,White,Female,3to9,24
NE,High,Urban,500to999,Math,White,Female,16Plus,21
NE,High,Urban,500to999,NatSci,Multirace,Female,10to15,6
NE,High,Urban,500to999,NatSci,White,Female,10to15,20
NE,High,Urban,500to999,NatSci,White,Female,16Plus,24
NE,High,Urban,Lessthan250,ELA,White,Female,10to15,5
NE,High,Urban,Lessthan250,ELA,White,Female,16Plus,15
NE,High,Urban,Lessthan250,Math,Black,Female,16Plus,7
NE,High,Urban,Lessthan250,Math,White,Female,16Plus,18
